lead_id,created_date,source,course_interest,city,total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,current_stage,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert
LEAD03898,2024-11-18,google_ads,M.Tech,Delhi,3,10,4,0,1,99,17.9,5,admission,11,12,2,3,C002,1,32
LEAD03899,2024-07-10,facebook,B.Tech CS,Hyderabad,0,4,3,0,0,44,,16,application,11,0,6,6,C001,1,45
LEAD03900,2023-10-16,facebook,MBA,Bangalore,2,5,5,1,1,63,,30,inquiry,12,14,0,2,C004,0,
LEAD03901,2024-11-23,walk_in,B.Tech CS,Bangalore,5,9,4,1,0,5,2.2,29,engagement,20,14,3,5,C004,0,
LEAD03902,2025-11-06,google_ads,B.Com,Delhi,4,2,3,1,0,42,,7,engagement,7,5,4,7,C006,0,
LEAD03903,2023-04-06,google_ads,B.Tech CS,Bangalore,4,7,4,0,1,58,33.8,7,inquiry,12,11,3,7,C005,0,
LEAD03904,2025-04-05,facebook,B.Tech CS,Chennai,1,4,0,0,1,10,13.1,26,application,2,10,3,6,C001,0,
LEAD03905,2023-03-28,website,B.Com,Pune,2,0,2,1,0,13,43.9,11,engagement,19,14,0,2,C001,0,
LEAD03906,2025-12-11,google_ads,MBA,Hyderabad,4,12,3,1,0,55,68.9,13,inquiry,19,10,7,4,C010,0,
LEAD03907,2023-03-07,walk_in,B.Tech CS,Delhi,1,0,2,0,0,52,18.6,1,inquiry,15,14,6,3,C004,0,
LEAD03908,2024-12-01,google_ads,B.Tech CS,Pune,5,0,2,1,0,35,25.3,9,engagement,10,7,3,4,C009,0,
LEAD03909,2024-12-21,referral,B.Tech CS,Hyderabad,7,4,6,1,1,49,,30,payment,20,7,5,3,C001,1,49
LEAD03910,2023-05-05,google_ads,BBA,Chennai,1,5,0,0,0,50,8.2,8,inquiry,2,3,6,3,C004,0,
LEAD03911,2025-06-18,google_ads,B.Tech CS,Delhi,0,4,3,0,1,40,1.8,27,inquiry,18,14,2,1,C006,0,
LEAD03912,2025-01-27,website,B.Tech CS,Hyderabad,2,9,3,1,0,42,44.1,1,admission,8,2,8,7,C004,1,39
LEAD03913,2023-03-16,referral,BBA,Mumbai,4,8,4,1,1,43,,10,inquiry,17,11,0,3,C007,0,
LEAD03914,2025-02-07,website,B.Tech CS,Delhi,3,1,2,1,1,14,,19,payment,8,8,0,5,C001,1,88
LEAD03915,2023-12-11,website,B.Tech CS,Mumbai,0,0,2,0,0,0,,11,engagement,4,4,5,7,C002,0,
LEAD03916,2024-12-25,referral,B.Com,Chennai,1,2,1,1,0,0,10.9,13,inquiry,19,9,5,0,C001,0,
LEAD03917,2024-04-13,google_ads,B.Tech CS,Bangalore,4,8,1,0,1,33,6.1,22,application,6,6,9,6,C001,0,
LEAD03918,2025-01-09,referral,MBA,Mumbai,1,5,0,0,1,42,,6,engagement,14,0,4,0,C001,1,90
LEAD03919,2023-04-14,referral,B.Tech CS,Pune,1,0,2,1,0,33,58.1,27,inquiry,14,14,7,1,C001,1,41
LEAD03920,2023-08-26,google_ads,BBA,Bangalore,0,3,2,0,1,11,66.9,5,admission,17,3,6,7,C004,1,24
LEAD03921,2024-12-01,facebook,B.Tech CS,Chennai,1,6,1,0,0,26,31.6,5,engagement,8,14,6,0,C009,0,
LEAD03922,2024-12-03,facebook,B.Com,Delhi,0,0,3,1,0,29,25.0,2,engagement,12,13,3,7,C002,0,
LEAD03923,2023-08-04,google_ads,MBA,Hyderabad,6,8,0,0,0,0,51.9,2,admission,5,8,0,4,C009,1,53
LEAD03924,2025-11-11,referral,B.Com,Pune,10,11,0,0,0,56,44.4,3,payment,5,13,1,2,C002,1,78
LEAD03925,2023-11-03,google_ads,B.Com,Hyderabad,1,3,2,1,0,7,63.2,30,inquiry,6,10,3,1,C003,0,
LEAD03926,2023-11-11,walk_in,B.Com,Pune,6,9,3,0,0,28,55.8,11,admission,0,15,3,2,C004,1,32
LEAD03927,2025-06-21,facebook,B.Tech CS,Bangalore,2,2,0,0,0,0,52.0,17,inquiry,16,2,3,4,C006,0,
LEAD03928,2023-06-18,website,B.Tech CS,Mumbai,5,6,2,1,0,4,7.9,27,engagement,7,5,5,3,C003,0,
LEAD03929,2025-08-07,facebook,MBA,Chennai,6,9,2,0,1,34,32.4,5,engagement,11,5,0,0,C001,0,
LEAD03930,2024-01-28,google_ads,BBA,Mumbai,3,5,2,0,1,52,37.0,4,application,8,15,7,4,C001,0,
LEAD03931,2023-10-21,google_ads,MBA,Chennai,1,2,1,1,0,74,48.5,18,application,3,6,4,5,C009,1,56
LEAD03932,2024-11-04,google_ads,B.Tech CS,Hyderabad,0,4,2,1,0,25,7.5,1,engagement,5,14,10,3,C010,1,15
LEAD03933,2023-01-25,referral,MBA,Pune,1,5,0,0,0,45,10.8,13,inquiry,19,10,0,2,C009,0,
LEAD03934,2023-05-17,google_ads,B.Com,Mumbai,2,4,1,1,1,69,11.6,21,inquiry,18,3,4,7,C007,0,
LEAD03935,2024-10-14,facebook,M.Tech,Delhi,5,5,4,1,0,74,23.6,3,application,7,15,1,6,C004,0,
LEAD03936,2024-01-10,referral,MBA,Pune,6,15,5,1,1,67,10.3,16,payment,5,8,1,5,C005,1,19
LEAD03937,2023-10-10,google_ads,M.Tech,Hyderabad,5,9,2,1,1,81,51.2,21,admission,18,8,4,7,C009,1,8
LEAD03938,2023-04-17,facebook,BBA,Pune,2,6,2,0,0,25,55.9,25,verification,17,14,10,5,C003,0,
LEAD03939,2024-08-04,referral,MBA,Bangalore,3,3,4,1,1,23,,28,enrollment,9,0,6,5,C002,1,81
LEAD03940,2023-07-22,website,B.Tech CS,Pune,2,4,0,0,0,46,27.1,9,inquiry,19,1,6,1,C007,0,
LEAD03941,2025-09-09,walk_in,MBA,Bangalore,7,5,4,0,0,48,70.2,12,engagement,18,5,8,2,C009,0,
LEAD03942,2023-06-24,google_ads,BBA,Mumbai,2,7,0,0,0,35,17.8,7,application,3,10,3,0,C006,0,
LEAD03943,2024-05-28,google_ads,BBA,Pune,0,3,0,0,1,3,38.3,7,inquiry,18,10,2,6,C010,0,
LEAD03944,2025-04-26,google_ads,B.Tech CS,Pune,0,1,0,0,0,47,5.9,7,application,1,5,7,4,C010,0,
LEAD03945,2025-06-05,facebook,B.Com,Pune,3,6,4,0,1,52,1.0,13,verification,6,9,1,6,C002,1,35
LEAD03946,2023-06-04,facebook,B.Tech CS,Bangalore,1,2,0,0,0,46,28.6,6,verification,2,13,9,1,C008,0,
LEAD03947,2024-06-04,facebook,BBA,Delhi,1,5,0,0,1,36,20.9,16,inquiry,15,5,7,3,C006,0,
LEAD03948,2024-06-20,facebook,MBA,Delhi,6,6,2,0,0,31,45.4,15,application,6,12,5,7,C005,0,
LEAD03949,2023-02-12,facebook,B.Com,Hyderabad,3,5,2,1,1,47,,30,verification,13,14,0,6,C001,1,12
LEAD03950,2023-07-02,walk_in,BBA,Chennai,2,3,1,1,1,50,,6,inquiry,18,10,2,3,C004,0,
LEAD03951,2024-11-07,google_ads,B.Tech CS,Chennai,5,4,3,0,0,11,63.8,21,engagement,18,7,1,5,C009,0,
LEAD03952,2023-03-03,referral,MBA,Delhi,2,4,2,1,1,15,,6,payment,8,0,7,4,C001,1,48
LEAD03953,2024-02-19,facebook,MBA,Pune,3,9,0,0,1,39,,23,application,5,11,8,7,C008,1,39
LEAD03954,2024-07-01,google_ads,M.Tech,Delhi,2,7,1,1,0,33,49.5,1,inquiry,2,9,8,7,C004,0,
LEAD03955,2024-09-25,website,B.Tech CS,Pune,2,1,1,0,0,0,52.9,18,engagement,19,2,6,6,C010,0,
LEAD03956,2023-10-06,google_ads,BBA,Chennai,5,8,0,0,0,29,62.3,18,engagement,14,14,10,2,C007,1,31
LEAD03957,2024-09-13,website,MBA,Delhi,0,0,0,0,0,0,46.1,29,inquiry,14,0,9,0,C002,0,
LEAD03958,2023-09-22,referral,B.Tech CS,Pune,2,3,0,0,1,19,60.3,14,verification,15,11,0,5,C005,0,
LEAD03959,2025-01-25,facebook,BBA,Chennai,5,7,3,1,1,56,,11,inquiry,7,2,1,1,C002,1,61
LEAD03960,2023-11-26,facebook,B.Com,Hyderabad,1,0,5,0,0,32,37.4,1,engagement,19,11,1,2,C009,0,
LEAD03961,2025-12-14,website,BBA,Pune,3,1,1,1,0,0,48.3,15,inquiry,4,7,6,7,C005,0,
LEAD03962,2023-04-19,google_ads,MBA,Delhi,5,10,0,0,1,43,22.3,30,inquiry,2,2,2,4,C008,1,38
LEAD03963,2024-07-21,google_ads,MBA,Delhi,6,4,0,0,0,39,19.5,8,application,0,15,3,0,C010,0,
LEAD03964,2025-12-19,referral,B.Tech CS,Chennai,1,0,2,1,0,1,,3,inquiry,14,4,8,1,C008,0,
LEAD03965,2024-08-21,website,B.Com,Chennai,8,10,3,1,0,36,67.6,4,inquiry,0,4,0,5,C005,0,
LEAD03966,2025-07-27,website,BBA,Hyderabad,9,4,0,0,1,9,,11,enrollment,13,14,6,7,C008,1,21
LEAD03967,2023-07-01,google_ads,MBA,Delhi,0,1,1,0,0,40,18.3,6,engagement,0,12,5,0,C006,0,
LEAD03968,2025-08-23,facebook,B.Tech CS,Bangalore,6,9,6,1,1,36,6.5,24,engagement,18,2,5,2,C009,0,
LEAD03969,2025-08-11,google_ads,B.Tech CS,Mumbai,2,7,0,0,1,0,16.4,29,engagement,10,4,10,2,C005,0,
LEAD03970,2023-10-02,website,M.Tech,Mumbai,4,2,1,1,0,56,35.0,8,inquiry,16,10,3,0,C004,0,
LEAD03971,2025-02-23,walk_in,MBA,Mumbai,5,0,0,0,0,18,,16,admission,0,7,1,2,C010,1,90
LEAD03972,2024-03-02,walk_in,B.Tech CS,Pune,3,3,1,1,1,40,45.3,18,enrollment,4,6,7,1,C001,1,43
LEAD03973,2024-04-14,google_ads,BBA,Chennai,4,10,2,1,0,23,14.1,1,verification,16,14,8,4,C006,0,
LEAD03974,2024-09-22,referral,B.Tech CS,Bangalore,9,12,5,1,0,99,23.9,23,application,16,10,0,4,C003,1,15
LEAD03975,2025-01-21,google_ads,M.Tech,Delhi,9,3,2,0,1,4,46.7,24,enrollment,6,7,1,6,C007,1,20
LEAD03976,2024-01-04,referral,BBA,Bangalore,5,1,1,1,1,54,59.9,20,verification,10,2,7,7,C005,1,38
LEAD03977,2023-12-01,walk_in,MBA,Bangalore,0,5,1,0,0,7,57.3,8,application,0,0,10,3,C008,0,
LEAD03978,2025-10-22,facebook,B.Com,Hyderabad,0,0,0,0,0,43,,1,inquiry,9,7,8,3,C009,0,
LEAD03979,2024-11-16,referral,BBA,Delhi,2,5,3,0,0,38,0.9,25,verification,2,8,8,3,C007,1,60
LEAD03980,2024-11-18,facebook,B.Tech CS,Chennai,5,7,1,1,0,21,9.2,9,verification,5,12,10,4,C005,0,
LEAD03981,2024-01-01,website,B.Com,Mumbai,8,7,5,1,1,50,55.2,9,engagement,15,8,10,5,C002,0,
LEAD03982,2025-06-06,referral,B.Tech CS,Chennai,0,5,3,0,0,62,,30,payment,2,4,6,1,C006,1,49
LEAD03983,2024-12-07,referral,M.Tech,Pune,2,0,3,1,0,31,6.5,1,inquiry,6,10,9,2,C009,0,
LEAD03984,2023-12-28,referral,BBA,Pune,5,1,0,0,0,0,1.6,14,inquiry,15,8,5,4,C008,0,
LEAD03985,2024-02-13,google_ads,B.Tech CS,Hyderabad,3,1,0,0,1,31,,17,engagement,15,8,0,6,C010,0,
LEAD03986,2024-12-14,website,B.Com,Hyderabad,7,9,2,1,1,65,49.0,24,application,13,6,9,5,C007,1,19
LEAD03987,2024-08-18,google_ads,B.Com,Pune,10,8,2,0,0,66,28.3,2,engagement,18,3,9,2,C006,0,
LEAD03988,2025-11-05,google_ads,MBA,Bangalore,0,0,0,0,0,13,57.0,17,application,6,12,0,2,C006,1,74
LEAD03989,2024-12-14,walk_in,MBA,Delhi,2,3,1,1,1,2,29.8,15,inquiry,18,3,4,7,C003,0,
LEAD03990,2023-10-07,referral,BBA,Bangalore,4,7,2,1,0,61,6.0,8,payment,10,0,8,7,C005,1,32
LEAD03991,2024-06-01,facebook,MBA,Hyderabad,5,8,1,1,0,28,,13,engagement,15,14,6,3,C009,0,
LEAD03992,2023-01-19,facebook,B.Tech CS,Bangalore,1,7,0,0,1,3,,25,admission,7,9,2,0,C004,1,32
LEAD03993,2024-05-20,google_ads,B.Tech CS,Mumbai,0,3,0,0,0,13,51.6,19,engagement,12,7,3,2,C006,0,
LEAD03994,2024-01-15,google_ads,B.Com,Pune,3,9,2,1,0,0,,8,admission,7,10,4,0,C010,1,45
LEAD03995,2023-08-08,referral,BBA,Bangalore,5,7,2,1,0,23,15.4,5,application,14,13,1,1,C004,1,46
LEAD03996,2023-08-22,google_ads,B.Tech CS,Delhi,6,6,5,0,0,25,31.1,26,engagement,20,1,9,2,C007,0,
LEAD03997,2024-02-13,google_ads,B.Com,Pune,0,2,2,1,0,13,32.1,30,engagement,9,11,10,3,C008,0,
LEAD03998,2024-12-05,referral,MBA,Hyderabad,6,5,3,0,1,76,63.0,20,enrollment,18,5,2,0,C009,1,58
LEAD03999,2024-01-03,walk_in,BBA,Bangalore,7,6,2,0,0,10,54.6,14,verification,14,14,1,4,C010,1,42
LEAD04000,2025-06-18,referral,B.Com,Chennai,6,5,2,1,0,30,58.1,25,enrollment,13,3,9,0,C004,1,76
LEAD04001,2024-02-23,walk_in,BBA,Hyderabad,4,6,2,1,1,28,,27,engagement,3,8,9,6,C008,0,
LEAD04002,2025-12-09,google_ads,B.Tech CS,Mumbai,5,7,5,1,0,23,24.6,17,admission,11,0,8,2,C010,1,28
LEAD04003,2025-10-28,referral,MBA,Delhi,3,8,3,1,1,14,,26,verification,16,11,0,6,C004,0,
LEAD04004,2023-08-13,facebook,B.Com,Pune,6,7,4,0,0,70,,19,inquiry,6,5,3,6,C010,0,
LEAD04005,2023-07-22,google_ads,MBA,Delhi,0,2,2,0,0,0,0.9,7,verification,7,11,0,4,C003,0,
LEAD04006,2024-09-14,google_ads,BBA,Chennai,5,10,8,1,1,51,35.8,29,inquiry,16,11,8,7,C008,0,
LEAD04007,2024-08-28,google_ads,B.Com,Pune,7,12,2,0,0,97,,16,admission,2,7,5,1,C010,1,61
LEAD04008,2024-05-13,referral,MBA,Bangalore,0,5,3,0,1,19,31.0,30,engagement,7,15,4,4,C008,0,
LEAD04009,2024-12-04,website,MBA,Pune,4,6,3,0,0,13,,25,inquiry,0,9,4,5,C003,0,
LEAD04010,2025-06-14,google_ads,B.Com,Pune,1,3,0,0,0,0,,24,verification,3,14,1,2,C008,0,
LEAD04011,2024-09-15,facebook,MBA,Pune,1,2,2,1,0,26,13.2,21,engagement,1,15,6,7,C006,0,
LEAD04012,2025-06-16,facebook,M.Tech,Mumbai,3,1,0,0,0,14,45.3,15,verification,14,9,1,4,C004,1,88
LEAD04013,2023-11-12,google_ads,BBA,Chennai,5,7,2,0,0,71,4.8,13,admission,7,4,4,1,C001,1,84
LEAD04014,2024-10-12,google_ads,B.Com,Chennai,0,1,0,0,0,67,,22,application,6,8,0,0,C006,1,28
LEAD04015,2024-06-01,facebook,B.Tech CS,Hyderabad,6,7,1,0,0,53,44.9,2,application,15,0,2,6,C002,0,
LEAD04016,2023-03-03,walk_in,B.Com,Pune,3,0,0,0,0,0,58.6,9,application,13,7,9,6,C004,0,
LEAD04017,2025-08-05,facebook,MBA,Chennai,4,0,5,0,0,0,71.5,20,engagement,14,0,9,4,C001,0,
LEAD04018,2025-02-15,google_ads,B.Tech CS,Delhi,0,7,0,0,0,16,69.4,6,inquiry,18,11,4,7,C006,0,
LEAD04019,2025-01-02,walk_in,BBA,Bangalore,0,9,3,0,0,0,37.8,1,inquiry,4,1,4,2,C006,0,
LEAD04020,2023-10-25,referral,B.Com,Pune,5,8,1,1,1,70,12.1,30,admission,1,9,1,4,C009,1,51
LEAD04021,2023-04-01,google_ads,MBA,Delhi,3,12,0,0,0,29,59.1,7,verification,3,0,9,0,C002,0,
LEAD04022,2023-05-12,referral,B.Com,Chennai,0,0,0,0,0,13,,13,inquiry,4,7,6,6,C008,0,
LEAD04023,2024-01-01,referral,B.Tech CS,Bangalore,2,2,0,0,1,2,62.5,18,engagement,20,6,7,3,C008,0,
LEAD04024,2023-09-15,walk_in,BBA,Delhi,2,2,1,0,1,13,57.2,3,inquiry,3,2,10,7,C003,0,
LEAD04025,2023-02-14,facebook,B.Tech CS,Delhi,1,0,0,0,0,2,31.9,15,inquiry,14,5,0,1,C008,0,
LEAD04026,2025-06-20,facebook,MBA,Bangalore,5,1,2,0,0,11,14.3,29,application,20,6,6,5,C010,0,
LEAD04027,2023-02-07,website,MBA,Chennai,6,4,2,1,1,25,,0,inquiry,6,1,0,0,C002,0,
LEAD04028,2024-06-11,walk_in,B.Tech CS,Chennai,1,1,3,0,0,56,44.2,4,application,12,7,2,1,C004,0,
LEAD04029,2024-03-25,referral,MBA,Hyderabad,0,3,0,0,0,18,10.8,19,application,11,14,5,6,C005,1,35
LEAD04030,2024-01-16,facebook,B.Tech CS,Hyderabad,2,2,2,0,0,22,61.4,22,engagement,0,5,2,1,C002,1,9
LEAD04031,2024-03-21,facebook,B.Com,Bangalore,3,10,4,1,1,31,27.5,7,engagement,16,6,3,6,C010,0,
LEAD04032,2024-11-15,facebook,BBA,Bangalore,5,2,0,0,0,40,45.6,17,engagement,17,4,6,6,C008,0,
LEAD04033,2024-07-04,referral,B.Tech CS,Bangalore,3,3,3,1,1,40,,9,admission,12,14,8,3,C004,1,34
LEAD04034,2025-03-12,referral,MBA,Bangalore,0,0,2,0,0,28,6.3,1,inquiry,8,14,4,2,C004,0,
LEAD04035,2023-02-25,google_ads,MBA,Delhi,2,7,2,0,0,29,,27,inquiry,5,5,7,2,C005,0,
LEAD04036,2023-05-10,facebook,MBA,Pune,2,6,2,1,1,0,29.0,13,application,15,13,0,3,C010,0,
LEAD04037,2023-12-27,google_ads,B.Tech CS,Chennai,2,0,0,0,0,14,44.2,18,inquiry,2,6,8,7,C001,0,
LEAD04038,2025-11-05,google_ads,B.Tech CS,Chennai,1,0,2,0,0,22,19.1,12,enrollment,13,10,8,0,C008,1,78
LEAD04039,2024-07-18,walk_in,MBA,Bangalore,5,8,2,1,0,51,54.4,16,inquiry,13,13,10,5,C001,0,
LEAD04040,2025-10-23,website,B.Tech CS,Bangalore,0,6,4,0,0,43,6.2,0,engagement,16,5,0,5,C009,0,
LEAD04041,2023-01-25,facebook,BBA,Bangalore,3,5,1,0,0,9,21.7,15,inquiry,1,10,0,3,C007,1,71
LEAD04042,2023-03-05,google_ads,M.Tech,Chennai,3,7,1,0,0,15,,13,engagement,16,14,10,2,C001,0,
LEAD04043,2025-05-04,google_ads,BBA,Chennai,2,4,0,0,1,10,4.2,12,enrollment,13,10,4,5,C004,1,89
LEAD04044,2025-12-12,website,B.Tech CS,Mumbai,9,5,0,0,1,22,32.1,13,payment,7,9,1,4,C006,1,76
LEAD04045,2025-05-15,facebook,B.Com,Pune,4,0,0,0,0,59,21.1,3,engagement,2,5,4,4,C003,0,
LEAD04046,2023-01-02,google_ads,B.Tech CS,Chennai,0,1,2,0,0,34,32.0,7,inquiry,20,2,3,4,C010,0,
LEAD04047,2024-02-26,referral,B.Com,Delhi,0,2,2,1,0,25,34.3,3,engagement,12,2,7,2,C009,0,
LEAD04048,2023-03-24,facebook,MBA,Delhi,1,0,0,0,0,23,,21,engagement,12,11,6,0,C001,0,
LEAD04049,2025-02-02,walk_in,M.Tech,Delhi,0,4,3,0,0,47,17.5,12,application,4,6,10,3,C009,1,35
LEAD04050,2024-06-12,facebook,M.Tech,Pune,0,0,0,0,0,0,26.0,7,inquiry,13,7,7,1,C006,0,
LEAD04051,2025-02-24,google_ads,MBA,Hyderabad,0,0,0,0,0,7,62.7,6,engagement,12,13,4,7,C008,0,
LEAD04052,2023-12-22,google_ads,B.Tech CS,Bangalore,4,0,0,0,0,74,13.3,21,engagement,9,5,1,6,C008,0,
LEAD04053,2025-09-10,facebook,B.Tech CS,Hyderabad,5,1,2,1,1,6,8.0,12,engagement,1,1,5,4,C005,1,77
LEAD04054,2024-07-03,facebook,B.Tech CS,Delhi,3,1,3,1,0,62,,2,engagement,17,8,5,3,C008,0,
LEAD04055,2024-12-09,facebook,B.Com,Mumbai,3,2,3,1,1,2,28.7,13,verification,20,1,1,5,C004,0,
LEAD04056,2024-12-04,website,M.Tech,Chennai,1,0,1,0,0,50,,10,payment,12,5,5,7,C004,1,84
LEAD04057,2023-10-12,referral,B.Com,Mumbai,3,5,3,1,0,34,,17,payment,6,7,4,6,C008,1,81
LEAD04058,2023-05-09,walk_in,M.Tech,Chennai,6,9,0,0,1,58,29.8,20,admission,14,0,0,3,C002,1,9
LEAD04059,2025-03-14,referral,BBA,Mumbai,5,2,2,0,0,11,2.9,0,payment,7,7,9,2,C008,1,60
LEAD04060,2024-09-16,google_ads,MBA,Delhi,3,2,1,1,0,24,63.5,20,application,8,9,0,0,C004,0,
LEAD04061,2025-02-11,referral,M.Tech,Chennai,6,9,2,1,1,64,,11,verification,4,11,8,1,C007,1,70
LEAD04062,2023-10-09,google_ads,MBA,Hyderabad,6,7,2,1,0,37,28.4,2,inquiry,10,1,8,5,C005,0,
LEAD04063,2025-08-18,google_ads,B.Com,Pune,2,0,0,0,0,26,67.6,22,application,8,13,10,2,C003,1,52
LEAD04064,2025-10-25,google_ads,MBA,Pune,6,6,3,1,1,74,,4,inquiry,18,4,5,5,C001,1,24
LEAD04065,2023-12-17,google_ads,B.Tech CS,Mumbai,7,8,3,1,0,33,21.7,22,payment,7,12,7,6,C002,1,34
LEAD04066,2025-09-03,google_ads,B.Com,Mumbai,0,5,2,0,0,43,,30,enrollment,3,7,0,7,C004,1,74
LEAD04067,2023-03-02,referral,MBA,Mumbai,2,4,2,0,0,88,10.5,25,admission,7,15,4,6,C006,1,44
LEAD04068,2023-07-15,google_ads,B.Tech CS,Delhi,0,1,0,0,1,31,28.5,19,verification,14,13,7,4,C003,0,
LEAD04069,2023-01-06,facebook,BBA,Chennai,1,5,0,0,0,40,54.6,29,engagement,13,13,8,6,C003,0,
LEAD04070,2025-08-12,referral,MBA,Bangalore,2,0,0,0,0,0,18.1,5,admission,3,8,3,4,C008,1,77
LEAD04071,2025-02-01,google_ads,B.Com,Chennai,1,4,2,1,0,13,4.1,27,inquiry,20,2,7,6,C002,0,
LEAD04072,2025-05-04,facebook,MBA,Bangalore,4,6,3,1,0,27,11.7,29,application,12,3,10,2,C001,0,
LEAD04073,2024-09-15,google_ads,B.Com,Bangalore,5,4,3,1,0,28,22.7,8,engagement,6,0,5,6,C004,1,61
LEAD04074,2023-01-19,website,M.Tech,Chennai,2,3,0,0,0,29,,12,verification,11,8,6,6,C006,0,
LEAD04075,2025-07-02,facebook,M.Tech,Delhi,9,9,2,1,1,75,32.6,17,payment,9,8,3,0,C005,1,63
LEAD04076,2023-08-25,facebook,MBA,Pune,6,13,1,1,1,26,29.1,15,verification,18,3,0,7,C004,0,
LEAD04077,2024-08-16,google_ads,B.Tech CS,Delhi,6,8,3,1,0,4,62.1,15,verification,9,10,8,5,C002,0,
LEAD04078,2025-02-10,referral,B.Com,Mumbai,3,4,3,1,0,23,61.4,5,inquiry,17,4,10,6,C005,1,38
LEAD04079,2023-05-03,website,M.Tech,Delhi,5,8,3,0,0,37,67.1,26,inquiry,19,8,6,6,C007,0,
LEAD04080,2025-08-24,facebook,BBA,Bangalore,4,2,1,0,1,0,31.5,12,admission,13,13,3,4,C003,1,79
LEAD04081,2024-09-10,website,B.Tech CS,Bangalore,8,12,3,0,1,32,13.9,3,inquiry,6,2,3,5,C009,0,
LEAD04082,2024-11-11,google_ads,B.Tech CS,Delhi,5,11,0,0,0,27,71.1,29,inquiry,20,12,10,6,C008,0,
LEAD04083,2025-10-15,facebook,B.Tech CS,Mumbai,7,8,2,0,1,66,,20,application,6,6,5,6,C005,0,
LEAD04084,2025-10-06,walk_in,MBA,Mumbai,4,3,4,0,0,0,,9,enrollment,7,10,1,3,C007,1,39
LEAD04085,2023-10-17,google_ads,MBA,Delhi,3,5,1,0,0,0,,3,admission,7,12,8,0,C006,1,55
LEAD04086,2024-10-27,facebook,B.Tech CS,Chennai,0,5,2,0,0,0,,7,verification,5,4,1,4,C004,1,18
LEAD04087,2025-01-28,walk_in,MBA,Chennai,4,7,2,0,0,66,,15,inquiry,10,0,3,1,C007,0,
LEAD04088,2024-07-27,google_ads,MBA,Delhi,3,5,2,1,0,61,60.7,29,inquiry,5,7,6,3,C001,0,
LEAD04089,2024-02-21,referral,MBA,Mumbai,4,8,1,0,0,14,36.9,11,verification,19,1,9,1,C009,0,
LEAD04090,2025-03-27,website,B.Com,Delhi,1,5,0,0,1,21,27.8,7,inquiry,13,2,9,0,C006,0,
LEAD04091,2025-09-08,referral,B.Tech CS,Mumbai,5,5,3,0,0,69,16.4,7,inquiry,17,15,7,4,C010,0,
LEAD04092,2025-06-27,google_ads,M.Tech,Pune,5,12,6,0,1,100,54.9,10,admission,5,7,3,4,C004,1,84
LEAD04093,2025-05-09,walk_in,BBA,Pune,10,15,4,1,1,79,7.0,8,admission,16,1,6,6,C008,1,31
LEAD04094,2024-08-01,referral,B.Tech CS,Bangalore,5,4,6,0,0,41,14.6,12,application,4,15,10,6,C001,1,28
LEAD04095,2023-01-17,google_ads,MBA,Delhi,2,3,2,1,1,75,55.2,26,verification,7,14,4,0,C010,1,77
LEAD04096,2023-12-28,google_ads,B.Tech CS,Hyderabad,0,4,2,0,1,3,65.2,23,inquiry,9,15,9,3,C010,0,
LEAD04097,2024-03-23,facebook,M.Tech,Mumbai,8,1,0,0,1,18,45.6,30,enrollment,14,12,5,7,C009,1,64
LEAD04098,2025-08-26,website,BBA,Pune,3,8,2,0,1,52,,9,engagement,20,11,2,1,C005,0,
LEAD04099,2024-05-02,facebook,B.Tech CS,Bangalore,1,5,0,0,1,6,,23,inquiry,3,7,5,1,C003,0,
LEAD04100,2024-07-05,facebook,B.Tech CS,Hyderabad,2,2,4,0,0,11,56.7,18,inquiry,16,0,5,4,C002,0,
LEAD04101,2024-06-12,google_ads,B.Tech CS,Pune,6,11,4,1,0,58,33.2,4,payment,4,7,6,3,C010,1,51
LEAD04102,2024-07-15,facebook,B.Tech CS,Bangalore,4,4,0,0,1,62,3.6,15,verification,16,2,4,6,C003,0,
LEAD04103,2023-06-15,referral,B.Com,Delhi,2,4,1,0,1,3,41.4,13,verification,14,7,8,4,C010,1,10
LEAD04104,2025-10-17,walk_in,B.Tech CS,Pune,2,5,3,0,0,9,68.5,30,application,0,12,3,5,C005,0,
LEAD04105,2024-05-13,google_ads,B.Tech CS,Chennai,3,9,2,1,1,36,,18,admission,10,8,3,5,C007,1,87
LEAD04106,2025-01-22,referral,MBA,Pune,3,5,2,0,1,54,,2,inquiry,11,3,5,2,C006,0,
LEAD04107,2023-04-10,google_ads,BBA,Hyderabad,2,0,0,0,0,29,43.4,22,inquiry,12,15,10,7,C007,0,
LEAD04108,2024-04-26,google_ads,M.Tech,Chennai,5,4,0,0,0,54,,6,engagement,17,13,0,6,C003,0,
LEAD04109,2023-06-25,referral,B.Tech CS,Chennai,0,3,1,0,1,26,24.9,8,payment,7,15,9,7,C008,1,36
LEAD04110,2023-06-15,referral,B.Tech CS,Delhi,0,8,0,0,0,43,23.8,1,verification,12,12,10,4,C001,1,74
LEAD04111,2024-03-02,google_ads,B.Tech CS,Pune,4,7,0,0,1,47,3.1,16,inquiry,2,10,3,7,C010,0,
LEAD04112,2023-04-22,facebook,BBA,Hyderabad,4,3,2,1,0,72,8.6,20,payment,13,1,9,1,C009,1,34
