total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,engagement_score,is_fast_responder,stage_numeric,total_stage_days,source_quality_score,has_high_form_completion,converted
1,0,1,0,0,0,32.4,3,17,15,7,1,0.6666666666666666,0,3,40,1,0,0
0,0,1,1,0,5,,8,2,13,0,4,0.3333333333333333,0,4,19,5,0,1
6,6,2,0,1,68,8.0,8,2,5,3,4,4.666666666666667,0,4,14,3,0,1
2,5,1,1,0,19,53.6,25,6,7,5,1,2.6666666666666665,0,5,19,1,0,1
5,4,4,0,0,29,6.6,3,18,3,4,1,4.333333333333333,0,2,26,5,0,0
0,5,4,1,0,18,29.9,14,7,7,5,6,3.0,0,4,25,1,0,0
5,13,2,1,0,51,,1,15,9,4,1,6.666666666666667,0,3,29,4,0,0
0,0,3,0,0,0,64.9,15,3,7,1,3,1.0,0,1,14,1,0,0
0,3,3,1,0,13,24.4,4,17,12,4,4,2.0,0,2,37,3,0,0
2,6,1,1,0,25,44.5,4,19,12,3,3,3.0,0,3,37,3,0,0
0,1,2,1,0,34,58.1,25,17,1,10,3,1.0,0,1,31,3,0,0
0,1,1,0,0,0,,18,4,14,6,1,0.6666666666666666,0,3,25,2,0,0
0,3,2,0,1,29,46.4,12,16,4,4,2,1.6666666666666667,0,3,26,4,0,0
1,0,1,0,0,42,49.6,26,20,14,5,6,0.6666666666666666,0,2,45,3,0,0
1,9,3,1,1,58,26.4,20,2,8,9,5,4.333333333333333,0,6,24,5,0,1
4,4,1,0,0,8,,21,1,4,3,6,3.0,0,1,14,1,0,0
2,4,0,0,0,61,40.4,21,2,4,5,1,2.0,0,5,12,1,0,1
6,6,2,0,0,40,,12,19,6,7,6,4.666666666666667,0,1,38,5,0,0
1,14,2,0,0,48,,8,1,7,10,6,5.666666666666667,0,2,24,2,0,0
0,4,1,0,0,0,,0,19,10,8,4,1.6666666666666667,0,1,41,3,0,0
0,2,3,1,0,28,25.9,22,15,4,6,5,1.6666666666666667,0,2,30,1,0,0
7,8,3,1,1,67,15.3,24,11,3,3,2,6.0,0,5,19,3,0,1
2,2,3,0,1,7,,7,10,13,5,5,2.3333333333333335,0,2,33,5,0,0
8,12,1,1,1,27,33.5,27,18,14,1,7,7.0,0,1,40,1,0,0
4,2,0,0,0,12,33.5,10,5,15,10,3,2.0,0,1,33,1,0,0
2,5,1,1,0,0,28.9,21,19,3,1,6,2.6666666666666665,0,1,29,4,0,0
3,0,2,1,0,0,22.1,3,15,13,5,0,1.6666666666666667,0,2,33,4,0,0
3,3,0,0,0,0,71.1,25,6,9,6,0,2.0,0,1,21,5,0,0
5,6,0,0,0,9,42.6,0,16,9,4,4,3.6666666666666665,0,4,33,4,0,1
5,6,0,0,0,0,47.9,6,13,8,5,5,3.6666666666666665,0,2,31,1,0,0
3,5,1,0,0,9,47.7,4,1,2,8,6,3.0,0,4,17,1,0,1
5,10,3,0,1,24,32.0,15,2,0,9,4,6.0,0,1,15,1,0,0
0,3,3,0,0,51,21.9,13,8,0,10,7,2.0,0,2,25,3,0,0
1,5,1,0,1,27,,6,9,15,1,6,2.3333333333333335,0,1,31,5,0,0
0,3,1,0,0,24,,28,9,7,1,3,1.3333333333333333,0,2,20,4,0,0
1,1,0,0,0,27,,20,17,12,10,2,0.6666666666666666,0,2,41,4,0,0
5,4,2,0,0,14,40.9,0,11,6,0,5,3.6666666666666665,0,1,22,5,0,0
3,5,3,0,1,62,40.2,8,9,11,2,2,3.6666666666666665,0,2,24,1,0,0
4,6,3,1,0,35,,11,11,12,10,7,4.333333333333333,0,6,40,5,0,1
4,11,3,1,0,95,,13,15,1,0,0,6.0,0,4,16,4,1,0
0,1,3,1,1,33,,5,1,14,1,7,1.3333333333333333,0,4,23,4,0,1
2,9,5,1,1,63,30.9,1,13,4,9,3,5.333333333333333,0,4,29,3,0,1
2,6,3,1,0,25,,8,13,7,4,2,3.6666666666666665,0,3,26,4,0,0
4,5,0,0,1,46,,30,7,2,6,2,3.0,0,6,17,3,0,1
5,0,0,0,0,0,52.3,29,0,6,3,2,1.6666666666666667,0,3,11,5,0,1
4,2,1,0,0,26,5.1,25,7,4,5,6,2.3333333333333335,0,2,22,2,0,0
2,4,1,0,1,9,28.2,23,15,7,4,2,2.3333333333333335,0,1,28,5,0,0
1,5,2,1,1,27,7.3,7,12,12,2,6,2.6666666666666665,0,2,32,3,0,1
5,10,1,0,0,69,,19,5,7,8,2,5.333333333333333,0,4,22,2,0,1
0,4,3,1,0,47,52.6,0,10,14,7,7,2.3333333333333335,0,5,38,3,0,1
2,3,1,0,0,56,52.8,1,16,13,6,6,2.0,0,2,41,2,0,0
8,6,2,0,1,16,6.4,8,16,10,4,7,5.333333333333333,0,1,37,4,0,0
2,0,0,0,0,26,67.6,22,8,13,10,2,0.6666666666666666,0,3,33,3,0,1
1,8,1,0,1,90,15.6,23,19,10,7,6,3.3333333333333335,0,2,42,5,1,0
1,6,2,1,1,68,3.6,11,13,1,2,2,3.0,1,4,18,3,0,1
2,10,2,1,0,6,19.2,1,9,5,4,5,4.666666666666667,0,1,23,5,0,0
4,3,1,1,1,7,28.8,21,4,5,0,4,2.6666666666666665,0,3,13,5,0,1
4,1,1,1,0,51,,28,16,1,4,7,2.0,0,3,28,4,0,0
1,3,1,1,0,23,,13,3,1,5,5,1.6666666666666667,0,2,14,1,0,1
1,5,5,0,1,8,33.2,30,16,13,10,6,3.6666666666666665,0,1,45,4,0,0
0,6,2,1,0,63,,22,5,1,1,5,2.6666666666666665,0,4,12,3,0,0
5,1,0,0,0,48,56.0,10,7,15,1,5,2.0,0,3,28,4,0,0
5,4,1,1,1,33,63.8,1,12,5,5,4,3.3333333333333335,0,6,26,5,0,1
8,10,3,1,1,47,,9,16,12,1,4,7.0,0,1,33,1,0,0
2,5,4,0,0,38,42.0,13,10,15,3,0,3.6666666666666665,0,2,28,4,0,0
3,3,3,0,0,0,48.7,20,19,4,0,6,3.0,0,1,29,1,0,0
2,3,3,0,0,38,,14,13,1,7,4,2.6666666666666665,0,1,25,1,0,0
9,11,1,1,1,52,32.8,11,9,11,2,2,7.0,0,6,24,2,0,1
3,1,0,0,0,23,,23,20,3,2,0,1.3333333333333333,0,3,25,1,0,0
6,7,1,0,1,70,60.0,14,7,8,2,3,4.666666666666667,0,3,20,1,1,1
0,5,0,0,0,15,,22,7,7,6,4,1.6666666666666667,0,1,24,1,0,0
0,2,2,0,0,0,12.9,3,20,7,7,6,1.3333333333333333,0,4,40,4,0,0
5,5,2,0,0,0,36.8,22,17,0,1,2,4.0,0,2,20,5,0,0
7,11,2,0,0,73,37.2,26,13,5,2,7,6.666666666666667,0,5,27,4,1,1
5,2,2,0,0,13,,28,18,14,1,5,3.0,0,1,38,3,0,0
4,4,4,0,0,18,63.5,21,20,6,8,2,4.0,0,4,36,3,0,0
6,10,2,0,1,3,,10,7,9,5,3,6.0,0,4,24,1,0,1
7,7,2,1,1,37,26.2,4,9,1,0,4,5.333333333333333,0,7,14,3,0,1
5,6,0,0,0,11,,26,8,7,9,6,3.6666666666666665,0,2,30,5,0,1
3,2,0,0,1,8,68.6,0,15,4,1,3,1.6666666666666667,0,2,23,3,0,0
0,4,2,0,0,36,30.1,29,13,14,10,3,2.0,0,2,40,1,0,0
4,3,4,1,0,48,35.7,18,19,2,0,2,3.6666666666666665,0,3,23,1,0,0
4,0,0,0,0,23,32.0,9,5,0,4,7,1.3333333333333333,0,1,16,1,0,0
1,1,2,0,0,15,,3,16,5,1,7,1.3333333333333333,0,2,29,3,0,0
2,4,0,0,0,33,,16,3,5,10,3,2.0,0,1,21,3,0,0
0,0,0,0,0,0,46.1,29,14,0,9,0,0.0,0,1,23,2,0,0
2,0,0,0,0,4,42.9,30,1,1,4,7,0.6666666666666666,0,4,13,3,0,1
12,16,3,1,0,60,57.5,10,9,0,10,0,10.333333333333334,0,4,19,1,0,1
7,6,1,0,1,67,45.1,12,19,9,3,7,4.666666666666667,0,1,38,3,0,0
0,3,2,1,0,0,27.6,19,6,13,0,7,1.6666666666666667,0,3,26,3,0,0
0,5,2,1,0,28,,25,5,2,4,3,2.3333333333333335,0,4,14,5,0,1
3,3,4,0,1,18,57.8,26,17,13,7,2,3.3333333333333335,0,4,39,1,0,0
0,6,4,0,0,5,29.8,12,0,10,8,2,3.3333333333333335,0,2,20,4,0,0
0,8,1,0,1,24,8.1,12,20,4,3,1,3.0,0,2,28,5,0,0
3,3,0,0,1,65,14.1,9,19,11,3,7,2.0,0,5,40,4,0,1
3,8,7,1,0,63,11.3,20,7,5,2,7,6.0,0,1,21,3,0,0
0,8,3,0,1,0,38.0,16,15,7,4,0,3.6666666666666665,0,1,26,3,0,0
3,6,3,0,1,33,,23,17,15,0,3,4.0,0,5,35,1,0,1
3,8,0,0,1,61,7.9,30,8,0,9,7,3.6666666666666665,0,4,24,3,0,1
3,0,0,0,0,58,50.4,30,2,11,6,6,1.0,0,1,25,3,0,0
0,8,0,0,0,43,23.8,1,12,12,10,4,2.6666666666666665,0,4,38,5,0,1
1,0,2,0,0,6,59.3,29,2,14,7,4,1.0,0,3,27,3,0,0
4,6,2,1,1,36,39.7,1,16,6,5,1,4.0,0,6,28,5,0,1
2,1,1,0,0,15,37.0,11,9,2,4,0,1.3333333333333333,0,4,15,4,0,1
3,4,3,0,0,18,25.3,1,0,13,8,3,3.3333333333333335,0,1,24,2,0,0
2,6,0,0,1,2,,23,3,4,9,4,2.6666666666666665,0,3,20,1,0,1
2,5,0,0,0,25,,6,4,13,8,5,2.3333333333333335,0,1,30,2,0,0
0,6,3,1,1,39,46.6,29,7,11,4,2,3.0,0,2,24,3,0,0
1,0,0,0,0,10,,4,5,13,8,7,0.3333333333333333,0,4,33,3,0,0
6,0,1,0,0,43,,20,7,12,6,1,2.3333333333333335,0,5,26,1,0,1
3,5,0,0,0,1,30.4,15,3,7,10,0,2.6666666666666665,0,4,20,3,0,1
5,7,0,0,0,59,,11,3,11,6,1,4.0,0,6,21,3,0,1
5,13,3,0,0,33,,6,2,7,3,1,7.0,0,2,13,1,0,0
9,11,4,1,1,72,58.2,18,11,13,3,0,8.0,0,1,27,3,1,1
0,4,4,1,0,57,,13,6,7,4,6,2.6666666666666665,0,5,23,5,0,1
6,10,3,0,0,79,,7,6,3,6,5,6.333333333333333,0,5,20,1,1,1
3,4,3,1,0,34,37.2,30,18,0,8,2,3.3333333333333335,0,3,28,1,0,0
1,0,0,0,0,0,19.7,3,15,0,7,4,0.3333333333333333,0,1,26,5,0,0
2,0,0,0,0,14,,23,14,8,3,5,0.6666666666666666,0,1,30,2,0,0
0,0,1,0,0,48,29.0,5,16,15,6,2,0.3333333333333333,0,3,39,5,0,0
0,2,0,0,0,41,66.4,20,13,11,0,4,0.6666666666666666,0,1,28,4,0,0
4,3,2,1,1,63,7.7,10,6,0,6,0,3.0,0,1,12,1,0,0
0,0,3,1,0,45,48.7,7,14,11,1,4,1.0,0,1,30,1,0,0
4,2,2,0,0,20,,28,9,11,8,7,2.6666666666666665,0,1,35,1,0,0
4,6,0,0,1,57,,27,2,12,6,5,3.3333333333333335,0,7,25,5,0,1
2,2,0,0,0,35,17.6,22,7,15,4,2,1.3333333333333333,0,2,28,1,0,0
2,1,1,1,1,30,22.7,16,14,2,4,5,1.3333333333333333,0,3,25,3,0,1
0,0,0,0,0,35,41.5,26,20,9,6,7,0.0,0,2,42,3,0,0
5,0,6,0,0,49,40.5,12,9,12,1,0,3.6666666666666665,0,2,22,1,0,0
1,0,1,0,0,0,37.9,23,16,2,6,0,0.6666666666666666,0,1,24,5,0,0
2,0,2,0,0,26,59.5,29,0,5,2,6,1.3333333333333333,0,1,13,4,0,0
2,13,3,0,1,73,32.0,19,18,15,8,1,6.0,0,2,42,1,1,0
3,5,2,1,1,47,,30,13,14,0,6,3.3333333333333335,0,4,33,1,0,1
5,8,1,1,0,60,,19,11,12,3,7,4.666666666666667,0,6,33,2,0,1
5,1,1,0,1,20,2.3,30,6,1,0,7,2.3333333333333335,1,1,14,4,0,0
2,5,0,0,0,46,45.3,11,9,10,7,5,2.3333333333333335,0,2,31,3,0,0
5,5,0,0,1,27,38.5,13,15,6,4,7,3.3333333333333335,0,1,32,3,0,0
4,8,3,0,1,50,30.7,3,1,0,5,2,5.0,0,5,8,3,0,1
2,0,3,0,0,10,29.1,26,19,4,7,4,1.6666666666666667,0,1,34,1,0,0
5,4,5,1,0,35,5.3,7,8,11,5,7,4.666666666666667,0,6,31,3,0,1
2,5,1,1,0,17,6.7,10,10,4,9,2,2.6666666666666665,0,1,25,3,0,0
4,6,0,0,1,0,38.1,15,12,9,4,0,3.3333333333333335,0,7,25,4,0,1
1,3,2,0,0,28,12.7,19,8,8,7,4,2.0,0,2,27,4,0,0
4,3,0,0,0,34,39.8,24,15,13,10,3,2.3333333333333335,0,1,41,5,0,0
0,0,1,0,0,13,,28,6,7,6,0,0.3333333333333333,0,3,19,3,0,0
7,3,3,1,1,28,,5,10,10,10,1,4.333333333333333,0,6,31,3,0,1
2,1,3,0,0,21,49.4,6,15,15,3,5,2.0,0,6,38,3,0,1
3,5,0,0,0,28,24.1,29,19,3,6,6,2.6666666666666665,0,2,34,2,0,0
0,0,0,0,0,32,41.3,24,13,0,5,3,0.0,0,1,21,1,0,0
2,4,0,0,0,35,,30,5,14,5,4,2.0,0,1,28,3,0,0
6,4,3,0,0,46,24.9,20,12,7,5,0,4.333333333333333,0,1,24,2,0,0
0,0,0,0,0,3,16.5,3,5,5,8,4,0.0,0,3,22,3,0,0
0,2,2,1,1,16,21.8,19,16,6,7,3,1.3333333333333333,0,2,32,5,0,0
5,6,5,1,0,47,71.2,11,1,7,3,2,5.333333333333333,0,6,13,3,0,1
3,2,2,0,0,59,,30,1,10,10,1,2.3333333333333335,0,1,22,5,0,0
1,3,1,1,0,0,,0,6,13,1,5,1.6666666666666667,0,1,25,5,0,0
5,6,3,0,1,53,15.6,17,19,1,7,6,4.666666666666667,0,4,33,5,0,0
2,1,2,1,0,0,25.0,16,4,14,4,7,1.6666666666666667,0,7,29,3,0,1
3,0,1,1,0,13,26.4,8,13,2,10,7,1.3333333333333333,0,1,32,1,0,0
3,8,0,0,1,17,67.7,10,13,9,3,1,3.6666666666666665,0,6,26,4,0,1
2,1,0,0,1,31,,11,3,3,8,6,1.0,0,1,20,5,0,1
7,11,1,1,1,77,,1,4,14,7,5,6.333333333333333,0,6,30,3,1,1
3,0,0,0,0,52,46.0,9,16,8,4,6,1.0,0,2,34,4,0,0
4,5,1,1,1,14,,28,2,8,10,5,3.3333333333333335,0,5,25,3,0,1
2,5,1,0,0,33,45.3,13,10,3,3,4,2.6666666666666665,0,1,20,3,0,0
0,9,2,0,0,40,33.4,23,2,6,5,6,3.6666666666666665,0,1,19,1,0,0
2,3,0,0,1,47,25.6,6,17,5,3,1,1.6666666666666667,0,1,26,3,0,0
0,1,0,0,1,29,37.8,28,8,11,10,5,0.3333333333333333,0,2,34,1,0,0
3,7,4,1,1,19,58.8,1,12,2,8,4,4.666666666666667,0,6,26,4,0,1
7,11,0,0,0,81,46.9,26,7,14,10,3,6.0,0,5,34,3,1,1
9,7,5,1,1,53,33.0,13,5,10,3,1,7.0,0,6,19,3,0,1
5,6,3,0,0,50,16.7,11,3,11,3,3,4.666666666666667,0,1,20,1,0,0
2,3,0,0,1,49,,26,4,9,9,1,1.6666666666666667,0,4,23,5,0,1
7,8,3,1,0,33,21.7,22,7,12,7,6,6.0,0,6,32,3,0,1
7,11,5,0,0,60,,4,6,3,3,0,7.666666666666667,0,2,12,5,0,1
6,6,6,1,1,52,41.2,3,17,13,2,4,6.0,0,1,36,1,0,0
5,0,2,1,0,0,,2,20,7,4,3,2.3333333333333335,0,2,34,1,0,0
3,4,1,0,1,9,,16,11,3,10,7,2.6666666666666665,0,6,31,3,0,1
3,9,4,0,1,30,22.5,3,12,8,4,4,5.333333333333333,0,4,28,4,0,1
2,0,2,1,0,13,43.9,11,19,14,0,2,1.3333333333333333,0,2,35,2,0,0
5,2,2,0,0,11,2.9,0,7,7,9,2,3.0,1,6,25,5,0,1
2,0,0,0,0,11,47.0,0,12,11,3,5,0.6666666666666666,0,1,31,3,0,0
0,0,0,0,0,22,68.9,27,15,13,7,1,0.0,0,1,36,1,0,0
3,3,3,0,1,31,65.9,28,10,13,3,3,3.0,0,1,29,1,0,0
0,0,1,1,0,15,35.9,16,17,13,9,2,0.3333333333333333,0,1,41,3,0,0
4,8,1,0,0,14,36.9,11,19,1,9,1,4.333333333333333,0,4,30,5,0,0
3,2,1,0,0,0,14.1,30,5,13,8,5,2.0,0,1,31,3,0,0
1,6,5,1,1,23,8.1,12,11,15,2,0,4.0,0,1,28,3,0,0
6,8,3,0,0,40,1.9,16,18,4,6,7,5.666666666666667,1,1,35,4,0,0
2,8,3,1,1,73,,27,11,0,3,1,4.333333333333333,0,4,15,3,1,1
6,1,2,1,1,27,7.3,18,2,11,8,3,3.0,0,6,24,2,0,1
3,4,0,0,1,10,72.0,10,3,7,9,3,2.3333333333333335,0,1,22,2,0,0
0,0,0,0,0,38,69.4,22,12,7,3,1,0.0,0,1,23,1,0,0
0,7,0,0,1,23,46.4,5,7,8,5,1,2.3333333333333335,0,7,21,4,0,1
6,13,4,0,1,59,,22,10,12,1,3,7.666666666666667,0,3,26,5,0,1
5,3,3,1,0,49,6.0,8,9,5,0,4,3.6666666666666665,0,5,18,1,0,1
3,4,0,0,1,3,46.4,13,15,15,7,6,2.3333333333333335,0,4,43,4,0,0
10,9,4,1,1,87,65.3,10,10,10,2,6,7.666666666666667,0,5,28,1,1,1
3,2,1,1,0,35,62.2,14,10,14,4,3,2.0,0,1,31,3,0,0
0,0,3,0,0,28,11.0,28,13,1,10,7,1.0,0,3,31,4,0,1
4,2,0,0,0,0,6.8,27,3,14,2,4,2.0,0,4,23,5,0,1
0,0,2,0,0,0,66.1,29,16,9,6,7,0.6666666666666666,0,2,38,1,0,0
1,2,3,1,1,51,42.1,14,3,9,5,3,2.0,0,2,20,2,0,0
2,0,1,0,0,0,1.3,10,3,8,9,2,1.0,1,1,22,3,0,0
1,5,1,1,1,8,,2,4,12,4,7,2.3333333333333335,0,1,27,1,0,0
2,6,2,1,0,27,44.7,26,8,8,8,1,3.3333333333333335,0,3,25,4,0,1
4,7,2,1,1,0,9.2,23,4,5,5,6,4.333333333333333,0,5,20,3,0,1
4,6,0,0,0,40,,8,8,12,9,2,3.3333333333333335,0,5,31,5,0,1
0,5,2,0,0,6,12.3,17,18,9,9,1,2.3333333333333335,0,1,37,1,0,0
0,1,0,0,1,29,27.0,25,0,8,7,3,0.3333333333333333,0,4,18,1,0,1
5,8,1,0,0,55,64.2,28,18,1,1,7,4.666666666666667,0,1,27,3,0,0
4,10,2,0,1,28,3.8,9,6,15,3,3,5.333333333333333,1,2,27,3,0,0
3,5,3,0,1,30,,25,11,13,9,1,3.6666666666666665,0,3,34,5,0,1
6,5,1,0,1,29,66.7,19,5,7,4,1,4.0,0,2,17,2,0,0
2,5,3,1,0,62,61.5,2,12,0,10,5,3.3333333333333335,0,5,27,3,0,1
5,0,0,0,0,18,,16,0,7,1,2,1.6666666666666667,0,5,10,4,0,1
8,9,5,1,1,79,51.1,23,2,14,6,5,7.333333333333333,0,3,27,2,1,1
2,5,3,0,1,35,,7,16,3,7,7,3.3333333333333335,0,2,33,3,0,0
1,0,0,0,0,42,45.7,20,3,7,4,4,0.3333333333333333,0,2,18,3,0,0
2,2,0,0,1,0,67.4,12,8,4,8,4,1.3333333333333333,0,6,24,1,0,1
6,7,1,0,0,53,44.9,2,15,0,2,6,4.666666666666667,0,3,23,1,0,0
4,5,0,0,0,25,,4,19,12,1,4,3.0,0,7,36,3,0,1
0,6,2,1,0,18,51.2,8,4,8,0,2,2.6666666666666665,0,7,14,1,0,1
0,1,0,0,0,67,,22,6,8,0,0,0.3333333333333333,0,3,14,3,0,1
0,1,2,0,0,37,,14,5,3,9,5,1.0,0,1,22,1,0,0
3,6,0,0,1,18,,13,10,14,4,1,3.0,0,6,29,3,0,1
7,9,4,1,1,85,16.8,12,7,0,4,6,6.666666666666667,0,2,17,3,1,0
2,4,4,1,1,27,19.1,17,18,15,6,3,3.3333333333333335,0,2,42,3,0,0
1,2,0,0,0,63,55.3,4,11,13,0,5,1.0,0,2,29,1,0,0
6,4,2,0,0,68,51.3,1,4,3,2,2,4.0,0,7,11,3,0,1
6,11,5,1,1,24,13.8,17,13,4,0,5,7.333333333333333,0,5,22,1,0,1
4,6,4,1,0,62,39.0,25,3,15,10,6,4.666666666666667,0,4,34,1,0,0
1,0,0,0,0,23,,21,12,11,6,0,0.3333333333333333,0,2,29,1,0,0
3,8,2,1,1,0,50.9,21,7,0,10,2,4.333333333333333,0,7,19,3,0,1
5,12,3,0,1,47,45.6,2,7,4,6,3,6.666666666666667,0,7,20,1,0,1
4,10,2,1,0,23,14.1,1,16,14,8,4,5.333333333333333,0,4,42,3,0,0
4,10,1,0,0,22,,23,9,14,5,6,5.0,0,1,34,3,0,0
2,5,0,0,0,0,1.3,21,3,11,2,2,2.3333333333333335,1,1,18,2,0,0
2,11,2,1,0,35,50.6,28,3,14,3,0,5.0,0,1,20,4,0,0
2,10,0,0,1,23,,22,18,9,3,5,4.0,0,2,35,1,0,0
0,9,5,1,0,43,32.9,14,17,1,8,3,4.666666666666667,0,7,29,4,0,1
3,0,1,1,0,0,9.1,5,19,11,6,5,1.3333333333333333,0,2,41,4,0,0
3,7,4,0,1,50,,15,13,0,6,1,4.666666666666667,0,1,20,5,0,0
0,1,4,0,0,12,63.8,29,7,4,3,6,1.6666666666666667,0,2,20,3,0,1
3,4,3,0,0,32,,1,13,0,7,0,3.3333333333333335,0,2,20,2,0,0
0,3,0,0,0,2,44.8,3,5,12,4,7,1.0,0,4,28,3,0,0
5,9,1,1,1,0,61.0,15,14,11,4,5,5.0,0,2,34,2,0,0
5,8,2,0,0,28,38.5,16,15,8,1,5,5.0,0,2,29,1,0,0
4,1,0,0,1,35,,1,8,0,10,6,1.6666666666666667,0,1,24,5,0,0
3,3,0,0,1,12,,6,19,0,8,5,2.0,0,1,32,4,0,1
1,4,0,0,1,9,25.7,21,8,12,2,4,1.6666666666666667,0,5,26,5,0,1
0,11,0,0,0,39,56.2,14,18,1,6,1,3.6666666666666665,0,1,26,5,0,0
9,8,4,1,0,86,47.4,20,16,0,6,6,7.0,0,1,28,3,1,0
4,5,2,0,1,22,30.6,13,7,8,4,2,3.6666666666666665,0,5,21,5,0,1
5,5,4,1,0,68,23.2,16,18,8,10,6,4.666666666666667,0,4,42,1,0,0
2,8,3,1,0,47,56.2,4,4,14,5,3,4.333333333333333,0,5,26,3,0,1
4,8,3,0,0,67,21.0,16,14,6,2,0,5.0,0,4,22,5,0,1
6,7,1,0,0,48,,13,1,6,6,4,4.666666666666667,0,5,17,4,0,1
2,10,3,1,1,59,,25,3,5,2,7,5.0,0,7,17,3,0,1
2,4,0,0,1,31,8.9,11,17,4,2,5,2.0,0,2,28,5,0,0
2,9,3,1,0,42,44.1,1,8,2,8,7,4.666666666666667,0,5,25,2,0,1
3,7,0,0,1,61,23.0,16,4,6,2,1,3.3333333333333335,0,3,13,5,0,1
5,7,0,0,0,45,40.9,22,8,13,1,4,4.0,0,2,26,4,0,0
7,8,0,0,1,20,53.1,1,16,0,4,4,5.0,0,2,24,4,0,0
2,5,3,1,1,53,60.0,25,11,3,8,1,3.3333333333333335,0,6,23,5,0,1
6,3,0,0,0,44,35.7,10,4,6,10,0,3.0,0,2,20,4,0,0
3,1,2,0,1,15,37.1,22,19,14,2,0,2.0,0,6,35,2,0,1
1,5,1,1,0,30,,18,19,4,5,1,2.3333333333333335,0,1,29,1,0,0
1,9,1,0,0,24,,12,6,3,2,5,3.6666666666666665,0,4,16,3,0,1
6,5,1,1,1,85,9.0,11,14,2,5,5,4.0,0,2,26,4,1,1
10,8,2,1,1,17,24.2,12,2,3,6,4,6.666666666666667,0,4,15,4,0,1
2,14,4,1,1,19,49.3,21,2,15,4,6,6.666666666666667,0,1,27,2,0,0
5,2,0,0,0,35,68.3,19,2,5,2,0,2.3333333333333335,0,1,9,2,0,0
10,15,4,1,1,79,7.0,8,16,1,6,6,9.666666666666666,0,5,29,4,1,1
3,0,2,1,0,16,67.2,10,11,6,5,0,1.6666666666666667,0,2,22,1,0,0
6,4,2,0,0,25,60.1,0,11,14,8,3,4.0,0,4,36,5,0,1
1,4,0,0,0,0,,15,7,7,2,3,1.6666666666666667,0,3,19,3,0,0
5,3,3,0,0,29,6.7,7,12,2,0,2,3.6666666666666665,0,2,16,4,0,0
2,3,4,1,1,57,,1,11,7,7,2,3.0,0,3,27,1,0,0
2,1,0,0,0,4,,26,9,5,8,2,1.0,0,1,24,3,0,0
4,5,3,1,1,74,,12,6,12,2,4,4.0,0,1,24,2,1,0
0,3,1,0,1,0,65.0,15,16,8,2,7,1.3333333333333333,0,7,33,5,0,1
4,1,2,1,0,13,,25,16,3,0,3,2.3333333333333335,0,3,22,1,0,0
3,4,2,1,0,81,3.5,25,1,12,2,4,3.0,1,2,19,1,1,0
3,8,1,0,1,0,42.1,5,13,4,9,7,4.0,0,6,33,1,0,1
4,0,0,0,0,32,27.3,19,8,8,0,0,1.3333333333333333,0,6,16,5,0,1
4,5,4,1,1,23,39.1,2,18,13,2,0,4.333333333333333,0,3,33,1,0,0
0,5,1,0,0,0,,12,3,8,1,4,2.0,0,4,16,5,0,0
6,9,4,0,0,41,32.6,0,11,13,1,4,6.333333333333333,0,1,29,1,0,0
1,0,2,1,0,55,63.6,22,11,7,1,0,1.0,0,2,19,5,0,0
1,0,0,0,0,0,22.1,20,2,5,6,5,0.3333333333333333,0,3,18,5,0,0
5,6,1,0,0,0,33.0,13,4,8,5,7,4.0,0,3,24,5,0,0
5,2,3,1,1,18,19.5,1,5,8,2,7,3.3333333333333335,0,1,22,3,0,0
3,0,1,1,0,64,,16,2,15,7,7,1.3333333333333333,0,1,31,3,0,0
6,8,1,1,1,49,,5,12,10,4,0,5.0,0,2,26,1,0,0
5,8,4,1,0,58,43.7,24,19,3,6,3,5.666666666666667,0,1,31,1,0,0
3,6,1,0,0,6,33.6,16,18,1,0,4,3.3333333333333335,0,4,23,3,0,0
5,7,1,1,0,34,,8,8,10,2,2,4.333333333333333,0,7,22,3,0,1
3,5,0,0,1,43,29.6,27,11,15,7,7,2.6666666666666665,0,2,40,1,0,0
5,5,3,1,0,19,69.2,22,8,13,1,7,4.333333333333333,0,7,29,5,0,1
0,0,2,0,0,17,34.9,30,10,3,0,6,0.6666666666666666,0,1,19,2,0,0
5,4,1,1,1,65,50.9,17,3,10,8,4,3.3333333333333335,0,4,25,4,0,1
6,9,6,1,0,40,,28,20,5,10,1,7.0,0,1,36,4,0,0
3,3,0,0,0,0,27.2,25,12,13,6,5,2.0,0,7,36,5,0,1
4,0,1,0,0,34,44.4,1,17,11,4,2,1.6666666666666667,0,1,34,3,0,0
5,5,5,1,1,72,65.5,18,19,7,6,5,5.0,0,2,37,1,1,0
1,5,3,1,0,5,60.7,14,0,10,10,7,3.0,0,4,27,3,0,1
6,10,3,1,1,96,44.1,8,19,11,2,2,6.333333333333333,0,5,34,1,1,1
5,9,4,1,0,32,8.6,20,16,6,9,3,6.0,0,1,34,1,0,0
4,4,3,0,0,7,69.5,8,5,9,0,0,3.6666666666666665,0,4,14,2,0,0
6,7,3,1,1,75,10.5,15,3,13,5,5,5.333333333333333,0,2,26,1,1,1
5,11,2,0,1,48,,10,16,14,7,1,6.0,0,1,38,1,0,0
4,9,2,0,1,48,27.4,29,11,0,9,4,5.0,0,1,24,4,0,0
