total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert,lead_month,lead_quarter,lead_year,lead_dayofweek,source_facebook,source_google_ads,source_referral,source_walk_in,source_website,course_interest_B.Com,course_interest_B.Tech CS,course_interest_BBA,course_interest_M.Tech,course_interest_MBA,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Mumbai,city_Pune,current_stage_admission,current_stage_application,current_stage_engagement,current_stage_enrollment,current_stage_inquiry,current_stage_payment,current_stage_verification,total_touchpoints,engagement_ratio,total_pipeline_days,is_fast_responder,is_dormant,form_tier
0,0,0,0,0,44,17.5,25,18,4,5,6,5,0,0.0,12,4,2023,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,33,1,0,1
3,6,1,0,0,21,46.0,6,17,9,9,2,10,0,0.0,1,1,2024,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0.0,37,0,0,0
6,6,0,0,1,53,47.2,15,6,7,3,0,9,1,8.0,7,3,2025,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0.07692307692307693,16,0,0,1
3,4,1,1,1,5,49.1,8,19,13,5,4,2,0,0.0,7,3,2025,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0.2222222222222222,41,0,0,0
3,4,1,0,0,29,69.8,3,6,7,2,3,2,1,10.0,5,2,2025,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0.0,18,0,0,0
6,5,3,1,1,28,36.4,2,19,2,0,0,10,0,0.0,2,1,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0.13333333333333333,21,0,0,0
2,6,4,0,0,0,56.8,21,1,7,0,4,3,0,0.0,12,4,2025,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0.0,12,0,0,0
7,4,0,0,1,44,36.4,22,4,1,7,2,6,0,0.0,5,2,2023,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0.08333333333333333,14,0,0,1
0,9,0,0,0,23,36.4,21,1,15,4,5,3,0,0.0,8,3,2023,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0.0,25,0,0,0
0,0,2,0,0,0,54.8,19,4,15,8,5,7,0,0.0,12,4,2025,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.0,32,0,0,0
5,2,2,1,1,79,28.8,5,12,0,4,6,6,1,23.0,3,1,2025,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0.2,22,0,0,2
0,6,4,1,0,33,9.7,14,8,1,8,1,2,0,0.0,3,1,2025,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0.09090909090909091,18,1,0,0
5,3,3,1,0,51,59.6,24,4,15,9,6,2,1,73.0,9,3,2024,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,0.08333333333333333,34,0,0,1
0,3,2,0,0,0,36.4,18,17,15,9,2,4,0,0.0,12,4,2025,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0.0,43,0,0,0
3,9,2,1,1,52,4.9,10,3,14,2,2,2,1,11.0,11,4,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0.13333333333333333,21,1,0,1
6,9,4,0,0,41,32.6,0,11,13,1,4,6,0,0.0,2,1,2023,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,0.0,29,0,0,1
8,4,4,0,1,84,50.5,27,10,8,10,2,3,1,30.0,7,3,2023,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0.058823529411764705,30,0,0,2
2,7,2,1,1,56,36.4,7,16,10,6,3,2,1,19.0,8,3,2024,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0.16666666666666666,35,0,0,1
9,9,0,0,0,61,44.6,25,10,9,4,7,8,1,12.0,1,1,2024,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,0.0,30,0,0,1
8,5,4,1,1,86,51.3,3,19,12,3,1,5,1,14.0,12,4,2024,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,0.1111111111111111,35,0,0,2
3,0,3,1,0,15,39.2,19,16,2,8,0,2,0,0.0,7,3,2025,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0.14285714285714285,26,0,0,0
9,4,1,0,0,19,47.2,25,19,13,10,6,6,1,38.0,8,3,2024,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,14,0.0,48,0,0,0
2,7,2,1,0,37,46.7,8,10,8,5,5,5,0,0.0,12,4,2023,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0.08333333333333333,28,0,0,1
7,6,2,1,1,25,20.8,4,5,9,10,0,7,1,58.0,4,2,2023,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0.125,24,1,0,0
1,10,2,1,0,0,65.6,24,16,2,3,0,10,0,0.0,1,1,2024,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0.07142857142857142,21,0,0,0
1,0,2,1,0,29,36.4,29,12,9,6,6,6,1,89.0,7,3,2025,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0.25,33,0,0,0
5,12,5,1,0,31,4.1,25,12,8,8,3,3,1,44.0,4,2,2024,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,0.043478260869565216,31,1,0,0
3,4,2,0,1,77,36.4,30,13,8,4,7,6,1,29.0,12,4,2025,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0.1,32,0,1,2
3,16,5,1,1,82,47.7,14,16,11,0,1,8,1,10.0,12,4,2023,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0.08,28,0,0,2
2,1,3,1,1,2,41.0,2,10,3,8,3,3,0,0.0,8,3,2025,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0.2857142857142857,24,0,0,0
7,3,5,0,0,62,36.4,23,15,15,10,0,4,0,0.0,8,3,2023,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0.0,40,0,0,1
0,1,0,0,1,29,37.8,28,8,11,10,5,4,0,0.0,12,4,2024,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.5,34,0,0,0
0,2,1,0,1,18,36.4,11,18,12,7,0,5,0,0.0,1,1,2023,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.25,37,0,0,0
5,6,5,0,1,36,20.6,26,14,5,5,1,1,1,46.0,1,1,2023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,0.058823529411764705,25,1,0,1
0,0,1,1,0,0,46.2,15,9,6,4,2,5,0,0.0,4,2,2023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,21,0,0,0
3,0,1,1,0,11,24.2,16,4,2,4,4,3,1,85.0,8,3,2023,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0.2,14,0,0,0
7,7,3,1,1,86,36.4,15,13,3,2,6,10,1,66.0,7,3,2025,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0.1111111111111111,24,0,0,2
2,5,1,0,0,33,45.3,13,10,3,3,4,2,0,0.0,6,2,2024,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0.0,20,0,0,0
3,1,2,1,1,44,43.0,27,13,10,8,7,4,1,30.0,2,1,2025,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0.2857142857142857,38,0,0,1
4,2,0,0,0,18,28.7,30,3,1,9,5,7,0,0.0,6,2,2024,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0.0,18,0,1,0
5,2,1,0,0,49,42.6,17,19,0,3,4,6,0,0.0,3,1,2023,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0.0,26,0,0,1
2,1,0,0,0,4,36.4,26,9,5,8,2,8,0,0.0,2,1,2025,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0.0,24,0,0,0
7,10,0,0,0,35,52.0,17,2,9,10,0,3,1,67.0,6,2,2025,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,0.0,21,0,0,1
8,5,0,0,1,58,36.4,1,14,12,1,2,2,0,0.0,9,3,2023,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0.07142857142857142,29,0,0,1
1,5,2,1,1,32,18.4,17,18,11,10,5,6,0,0.0,12,4,2025,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0.2222222222222222,44,1,0,0
0,0,0,0,0,0,36.4,28,2,13,5,2,6,1,53.0,2,1,2025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,22,0,0,0
2,2,1,0,1,8,58.6,13,8,2,7,6,8,0,0.0,1,1,2024,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0.16666666666666666,23,0,0,0
0,3,3,1,0,24,47.6,18,6,15,9,4,1,0,0.0,1,1,2024,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0.14285714285714285,34,0,0,0
7,8,3,1,1,53,32.0,14,12,10,8,7,7,1,90.0,5,2,2024,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0.10526315789473684,37,0,0,1
5,3,2,1,1,0,36.4,28,7,1,8,5,9,0,0.0,5,2,2024,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0.18181818181818182,21,0,0,0
0,2,3,1,0,23,48.3,9,14,8,10,7,8,0,0.0,8,3,2024,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0.16666666666666666,39,0,0,0
4,4,2,1,0,60,42.3,27,2,13,10,7,8,0,0.0,8,3,2023,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.09090909090909091,32,0,0,1
0,3,1,0,1,3,36.4,14,18,8,8,5,9,0,0.0,12,4,2025,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0.2,39,0,0,0
3,1,1,0,1,40,39.5,11,10,1,8,7,6,1,78.0,3,1,2023,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0.16666666666666666,26,0,0,1
7,10,4,0,1,32,5.9,6,18,4,0,6,1,0,0.0,4,2,2023,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,21,0.045454545454545456,28,1,0,0
4,0,0,0,0,0,26.7,22,11,10,4,6,2,0,0.0,11,4,2025,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,31,0,0,0
3,1,1,0,0,28,36.4,11,14,5,2,5,5,0,0.0,2,1,2024,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0.0,26,0,0,0
7,9,3,0,1,44,36.4,14,11,10,8,2,8,0,0.0,6,2,2024,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,0.05,31,0,0,1
7,12,2,0,0,58,42.4,5,0,3,9,3,9,1,77.0,1,1,2024,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,0.0,15,0,0,1
4,10,2,0,0,26,1.3,6,20,15,9,1,3,0,0.0,1,1,2023,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,0.0,45,1,0,0
1,6,1,0,0,42,23.8,3,8,2,5,5,6,1,20.0,4,2,2025,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0.0,20,1,0,1
3,0,2,1,0,0,65.1,12,18,11,5,1,9,0,0.0,4,2,2024,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0.16666666666666666,35,0,0,0
3,6,0,0,0,48,25.3,13,13,10,7,7,2,1,83.0,4,2,2023,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9,0.0,37,0,0,1
5,2,0,0,0,74,68.9,9,11,2,8,0,3,1,71.0,9,3,2024,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0.0,21,0,0,2
6,7,0,0,1,3,63.9,8,0,11,9,4,5,1,55.0,10,4,2024,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0.07142857142857142,24,0,0,0
1,5,0,0,0,32,24.6,0,13,10,7,7,4,1,88.0,10,4,2023,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0.0,37,0,0,0
7,9,3,1,0,74,36.4,21,8,1,0,7,3,1,24.0,2,1,2025,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0.05,16,0,0,2
4,6,0,0,1,0,38.1,15,12,9,4,0,6,1,43.0,11,4,2024,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0.09090909090909091,25,0,0,0
5,9,6,0,1,62,36.4,19,15,14,10,5,5,0,0.0,1,1,2024,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20,0.047619047619047616,44,0,0,1
1,0,0,0,0,0,66.0,16,1,14,9,0,4,0,0.0,6,2,2023,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,24,0,0,0
3,4,1,1,1,61,60.8,21,0,8,7,5,10,0,0.0,7,3,2025,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0.2222222222222222,20,0,0,1
6,7,1,1,0,48,18.4,3,9,15,5,4,4,0,0.0,4,2,2024,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0.06666666666666667,33,1,0,1
2,2,3,0,0,7,47.0,15,7,12,8,4,7,0,0.0,8,3,2025,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0.0,31,0,0,0
4,5,0,0,0,46,25.9,23,0,0,0,4,3,1,45.0,9,3,2024,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,4,0,0,1
6,2,3,1,0,47,38.5,13,3,8,5,0,3,1,42.0,8,3,2025,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0.08333333333333333,16,0,0,1
3,6,1,0,1,17,27.0,14,8,11,10,7,6,0,0.0,4,2,2023,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0.09090909090909091,36,0,0,0
2,10,3,1,1,50,36.4,28,17,9,5,5,10,0,0.0,9,3,2025,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,0.125,36,0,0,1
0,2,2,1,1,45,36.4,28,4,12,9,1,6,0,0.0,1,1,2025,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0.4,26,0,0,1
6,8,5,1,1,53,36.4,28,12,11,5,3,4,1,24.0,1,1,2025,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0.1,31,0,0,1
6,4,3,1,0,55,48.3,20,8,15,10,1,9,0,0.0,11,4,2025,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0.07142857142857142,34,0,0,1
5,5,1,1,0,57,25.8,24,19,14,7,0,4,0,0.0,10,4,2023,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0.08333333333333333,40,0,0,1
1,5,1,0,0,20,57.4,7,3,8,5,1,8,0,0.0,9,3,2024,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0.0,17,0,0,0
5,5,3,0,1,35,30.3,10,0,7,0,0,7,0,0.0,1,1,2023,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13,0.07142857142857142,7,0,0,1
6,12,1,1,0,30,14.6,5,17,8,0,4,2,0,0.0,10,4,2024,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,19,0.05,29,1,0,0
4,12,6,1,1,52,8.9,3,2,4,7,3,2,1,74.0,9,3,2023,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,22,0.08695652173913043,16,1,0,1
6,5,0,0,1,41,11.4,29,17,5,1,3,2,0,0.0,7,3,2024,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0.08333333333333333,26,1,0,1
6,9,4,0,1,48,36.4,2,19,5,9,3,5,1,16.0,6,2,2024,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,0.05,36,0,0,1
6,5,2,0,0,18,42.1,6,9,11,0,1,2,1,80.0,12,4,2023,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,0.0,21,0,0,0
1,3,1,1,1,28,27.9,18,9,12,8,6,2,1,69.0,4,2,2025,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0.3333333333333333,35,0,0,0
0,1,0,0,0,5,7.8,9,4,5,8,6,10,1,8.0,11,4,2025,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,23,1,0,0
4,0,2,0,0,26,38.7,11,18,3,7,5,1,0,0.0,5,2,2023,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0.0,33,0,0,0
2,0,2,1,0,13,57.9,22,9,2,1,5,10,0,0.0,5,2,2023,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0.2,17,0,0,0
3,1,2,1,1,16,59.0,0,3,15,9,3,2,0,0.0,6,2,2024,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0.2857142857142857,30,0,0,0
2,3,3,0,0,16,36.4,12,11,7,10,0,10,0,0.0,5,2,2024,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0.0,28,0,0,0
6,1,4,1,0,0,57.2,29,2,10,7,5,10,1,44.0,6,2,2025,6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0.08333333333333333,24,0,0,0
0,5,1,0,0,76,36.4,8,20,5,2,3,4,0,0.0,1,1,2023,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0.0,30,0,0,2
2,6,1,1,1,36,36.4,8,12,15,1,5,1,0,0.0,6,2,2024,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0.2,33,0,0,1
4,2,2,1,0,32,59.2,3,12,1,2,3,6,1,86.0,12,4,2023,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,0.1111111111111111,18,0,0,0
5,4,2,1,0,37,3.1,26,17,14,9,4,10,0,0.0,2,1,2023,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0.08333333333333333,44,1,0,1
2,7,2,1,0,37,54.4,8,6,8,6,2,5,0,0.0,2,1,2023,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11,0.08333333333333333,22,0,0,1
8,5,5,1,0,25,36.4,19,9,6,4,5,10,1,77.0,4,2,2023,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,18,0.05263157894736842,24,0,0,0
1,6,2,0,1,62,2.3,26,13,2,10,4,2,0,0.0,11,4,2023,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0.1,29,1,0,1
4,9,1,0,1,23,5.5,28,18,3,9,5,1,0,0.0,4,2,2023,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0.06666666666666667,35,1,0,0
6,6,3,1,1,100,36.4,28,16,0,8,0,1,1,14.0,12,4,2024,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,15,0.125,24,0,0,2
6,8,3,1,0,77,1.5,16,19,1,2,5,1,1,24.0,8,3,2023,5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17,0.05555555555555555,27,1,0,2
2,0,2,0,0,12,37.5,6,10,11,1,1,10,0,0.0,1,1,2024,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0.0,23,0,0,0
1,8,2,0,0,35,30.1,22,20,3,5,3,10,0,0.0,7,3,2024,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,11,0.0,31,0,0,1
5,7,3,1,0,37,33.0,0,10,1,10,0,7,0,0.0,3,1,2025,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,15,0.0625,21,0,0,1
4,8,4,1,0,40,36.4,21,11,11,0,4,6,0,0.0,5,2,2024,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,0.058823529411764705,26,0,0,1
3,0,2,0,0,29,11.8,5,6,9,8,1,7,1,90.0,3,1,2025,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0.0,24,1,0,0
4,14,3,1,1,52,37.0,23,11,14,5,2,1,1,49.0,5,2,2025,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21,0.09090909090909091,32,0,0,1
0,3,1,0,0,0,10.2,14,6,2,3,0,5,0,0.0,11,4,2023,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0.0,11,1,0,0
4,8,2,1,1,61,33.4,2,14,13,6,2,4,1,46.0,7,3,2024,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0.13333333333333333,35,0,0,1
2,1,4,1,0,33,36.4,5,14,6,5,4,5,0,0.0,2,1,2024,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0.125,29,0,0,0
2,2,1,0,0,36,36.4,25,13,2,6,1,9,0,0.0,10,4,2025,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,22,0,0,1
5,8,2,0,0,10,68.5,7,20,4,2,6,7,0,0.0,1,1,2025,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,0.0,32,0,0,0
3,4,1,1,1,66,50.0,2,4,7,8,7,7,1,45.0,9,3,2023,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0.2222222222222222,26,0,0,1
1,0,2,0,0,41,17.0,11,18,10,0,3,5,0,0.0,1,1,2023,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0.0,31,1,0,1
4,4,0,0,0,5,45.4,7,9,8,6,6,9,0,0.0,4,2,2024,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0.0,29,0,0,0
3,8,0,0,1,61,7.9,30,8,0,9,7,2,1,10.0,2,1,2023,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0.08333333333333333,24,1,1,1
2,4,1,0,1,40,52.8,15,20,9,1,6,3,0,0.0,8,3,2025,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0.125,36,0,0,1
0,3,1,0,1,47,12.5,24,6,4,2,2,3,0,0.0,2,1,2024,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0.2,14,1,0,1
1,5,3,0,1,30,36.4,3,13,7,4,7,9,1,84.0,5,2,2024,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0.1,31,0,0,0
0,4,1,1,1,58,36.4,18,19,2,5,4,4,1,55.0,3,1,2023,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0.3333333333333333,30,0,0,1
6,2,2,1,1,7,62.8,25,14,4,3,1,10,1,43.0,8,3,2023,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.18181818181818182,22,0,0,0
5,1,2,0,0,15,8.1,24,2,13,5,1,3,1,35.0,7,3,2025,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0.0,21,1,0,0
4,6,2,1,1,50,67.3,7,14,3,8,3,2,0,0.0,1,1,2024,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0.15384615384615385,28,0,0,1
1,5,2,1,1,72,36.7,15,13,0,8,0,3,1,23.0,3,1,2024,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0.2222222222222222,21,0,0,2
4,0,3,1,0,27,6.3,15,11,10,6,1,3,0,0.0,6,2,2023,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0.125,28,1,0,0
